"","year","member","country","turnout1","turnout2","turnout3","pfamily","party","pname","initials","vote","result","source","seats","seatsum","group"
"203",1994,1979,21,7211311,6537968,90.6626825552247,5,21522,"BEL: PSC Francophone Christian Social Party       ","PSC         ",7,1,1,2,25,11
"204",1994,1979,21,7211311,6537968,90.6626825552247,7,21710,"BEL: FN National Front                            ","FN          ",3,1,1,1,25,888
"205",1994,1979,21,7211311,6537968,90.6626825552247,9,21909,"BEL: CSP Christian Social Party                   ","CSP-EVP     ",0.2,1,1,1,25,11
"206",1994,1979,21,7211311,6537968,90.6626825552247,9,21913,"BEL: NVA: former VU Flemish Peoples Union (until20","VU          ",4.4,1,1,1,25,33
"207",1994,1979,21,7211311,6537968,90.6626825552247,9,21914,"BEL: VB Flemish Bloc                              ","VB          ",7.8,1,1,2,25,888
"208",1999,1979,21,7343466,6686219,91.0499074959971,99,21000,"Debout                                            ","Debout      ",0.8,1,1,0,25,999
"209",1999,1979,21,7343466,6686219,91.0499074959971,99,21000,"FNB                                               ","FNB         ",0.4,1,1,0,25,999
"210",1999,1979,21,7343466,6686219,91.0499074959971,99,21000,"PC                                                ","PC          ",0.4,1,1,0,25,999
"211",1999,1979,21,7343466,6686219,91.0499074959971,99,21000,"PDB                                               ","PDB         ",0.1,1,1,0,25,999
"212",1999,1979,21,7343466,6686219,91.0499074959971,99,21000,"PFF                                               ","PFF         ",0.1,1,1,0,25,999
"213",1999,1979,21,7343466,6686219,91.0499074959971,99,21000,"PNPB                                              ","PNPB        ",0.3,1,1,0,25,999
"214",1999,1979,21,7343466,6686219,91.0499074959971,99,21000,"PNPb.                                             ","PNPb.       ",0.2,1,1,0,25,999
"215",1999,1979,21,7343466,6686219,91.0499074959971,99,21000,"PVDA-AE                                           ","PVDA-AE     ",0.4,1,1,0,25,999
"216",1999,1979,21,7343466,6686219,91.0499074959971,99,21000,"Solide                                            ","Solide      ",0.2,1,1,0,25,999
"217",1999,1979,21,7343466,6686219,91.0499074959971,99,21000,"SP.                                               ","SP.         ",0.1,1,1,0,25,999
"218",1999,1979,21,7343466,6686219,91.0499074959971,99,21000,"VIVANT                                            ","VIVANT      ",1.1,1,1,0,25,999
"219",1999,1979,21,7343466,6686219,91.0499074959971,99,21000,"Vivant.                                           ","Vivant.     ",0.9,1,1,0,25,999
"220",1999,1979,21,7343466,6686219,91.0499074959971,1,21111,"BEL: Ecolo Francophone Ecologists                 ","Ecolo       ",8.5,1,1,3,25,30
"221",1999,1979,21,7343466,6686219,91.0499074959971,1,21112,"BEL: Groen!: former Agalev Flemish Greens(until200","AGALEV      ",7.5,1,1,2,25,30
"222",1999,1979,21,7343466,6686219,91.0499074959971,3,21321,"BEL: SP Flemish Socialists                        ","SP          ",8.9,1,1,2,25,20
"223",1999,1979,21,7343466,6686219,91.0499074959971,3,21322,"BEL: PS Francophone Socialists                    ","PS          ",9.6,1,1,3,25,20
"224",1999,1979,21,7343466,6686219,91.0499074959971,4,21421,"BEL: VLD: former PVV Flemish Liberals             ","PVV         ",13.7,1,1,3,25,40
"225",1999,1979,21,7343466,6686219,91.0499074959971,4,21425,"BEL: PRL-FDF-MCC                                  ","PRL-FDF-MCC ",10.1,1,1,3,25,777
"226",1999,1979,21,7343466,6686219,91.0499074959971,5,21521,"BEL: CD&V: former CVP Flemish Christian Peoples Pa","CVP         ",13.6,1,1,3,25,10
"227",1999,1979,21,7343466,6686219,91.0499074959971,5,21522,"BEL: PSC Francophone Christian Social Party       ","PSC         ",5,1,1,1,25,10
"228",1999,1979,21,7343466,6686219,91.0499074959971,7,21710,"BEL: FN National Front                            ","FN          ",1.5,1,1,0,25,999
"229",1999,1979,21,7343466,6686219,91.0499074959971,9,21909,"BEL: CSP Christian Social Party                   ","CSP-EVP     ",0.2,1,1,1,25,10
"230",1999,1979,21,7343466,6686219,91.0499074959971,9,21914,"BEL: VB Flemish Bloc                              ","VB          ",9.5,1,1,2,25,120
"231",1999,1979,21,7343466,6686219,91.0499074959971,9,21915,"BEL: Spirit: former VU-ID21(until 2004)           ","VU-ID 21    ",7.6,1,1,2,25,30
"232",2004,1979,21,7552240,6857986,90.8073101490419,99,21000,"CDF                                               ","CDF         ",0.3,1,1,0,24,999
"233",2004,1979,21,7552240,6857986,90.8073101490419,99,21000,"FNB                                               ","FNB         ",0.4,1,1,0,24,999
"234",2004,1979,21,7552240,6857986,90.8073101490419,99,21000,"LSP                                               ","LSP         ",0.2,1,1,0,24,999
"235",2004,1979,21,7552240,6857986,90.8073101490419,99,21000,"MAS                                               ","MAS         ",0.1,1,1,0,24,999
"236",2004,1979,21,7552240,6857986,90.8073101490419,99,21000,"PFF MR                                            ","PFF MR      ",0.1,1,1,0,24,999
"237",2004,1979,21,7552240,6857986,90.8073101490419,99,21000,"PJU-PDB                                           ","PJU-PDB     ",0.1,1,NA,0,24,999
"238",2004,1979,21,7552240,6857986,90.8073101490419,99,21000,"PTB                                               ","PTB         ",0.3,1,1,0,24,999
"239",2004,1979,21,7552240,6857986,90.8073101490419,99,21000,"PVDA                                              ","PVDA        ",0.4,1,1,0,24,999
"240",2004,1979,21,7552240,6857986,90.8073101490419,99,21000,"R.W.F.                                            ","R.W.F.      ",0.4,1,1,0,24,999
"241",2004,1979,21,7552240,6857986,90.8073101490419,99,21000,"SP.                                               ","SP.         ",0.1,1,1,0,24,999
"242",2004,1979,21,7552240,6857986,90.8073101490419,1,21111,"BEL: Ecolo Francophone Ecologists                 ","Ecolo       ",3.8,1,1,1,24,30
"243",2004,1979,21,7552240,6857986,90.8073101490419,1,21112,"BEL: Groen!: former Agalev Flemish Greens(until200","AGALEV      ",4.9,1,1,1,24,30
"244",2004,1979,21,7552240,6857986,90.8073101490419,3,21322,"BEL: PS Francophone Socialists                    ","PS          ",13.5,1,1,4,24,20
"245",2004,1979,21,7552240,6857986,90.8073101490419,9,21323,"BEL: Spirit                                       ","SPA-SPIRIT  ",11,1,1,3,24,20
"246",2004,1979,21,7552240,6857986,90.8073101490419,4,21421,"BEL: VLD: former PVV Flemish Liberals             ","PVV         ",13.6,1,1,3,24,41
"247",2004,1979,21,7552240,6857986,90.8073101490419,4,21427,"BEL: MR Mouvement Reformateur                     ","MR          ",10.4,1,1,3,24,41
"248",2004,1979,21,7552240,6857986,90.8073101490419,5,21521,"BEL: CD&V: former CVP Flemish Christian Peoples Pa","CVP         ",17.4,1,1,4,24,10
"249",2004,1979,21,7552240,6857986,90.8073101490419,7,21710,"BEL: FN National Front                            ","FN          ",2.8,1,1,0,24,999
"250",2004,1979,21,7552240,6857986,90.8073101490419,9,21909,"BEL: CSP Christian Social Party                   ","CSP-EVP     ",0.2,1,1,1,24,10
"251",2004,1979,21,7552240,6857986,90.8073101490419,9,21910,"BEL: CDH                                          ","CDH         ",5.7,1,1,1,24,10
"252",2004,1979,21,7552240,6857986,90.8073101490419,9,21914,"BEL: VB Flemish Bloc                              ","VB          ",14.3,1,1,3,24,888
"253",1979,1979,22,9808176,5700606,58.1209594933859,99,22000,"PSP                                               ","PSP         ",1.7,1,3,0,25,999
"254",1979,1979,22,9808176,5700606,58.1209594933859,3,22310,"NET: PPR Radical Political Party                  ","PPR         ",1.6,1,3,0,25,999
"255",1979,1979,22,9808176,5700606,58.1209594933859,3,22311,"NET: CPN                                          ","CPN         ",1.7,1,3,0,25,999
"256",1979,1979,22,9808176,5700606,58.1209594933859,3,22320,"NET: PvdA Labour                                  ","PvdA        ",30.4,1,3,9,25,20
"257",1979,1979,22,9808176,5700606,58.1209594933859,3,22330,"NET: D 66 Libertarians                            ","D66         ",9,1,3,2,25,888
"258",1979,1979,22,9808176,5700606,58.1209594933859,4,22420,"NET: VVD Liberals                                 ","VVD         ",16.1,1,3,4,25,40
"259",1979,1979,22,9808176,5700606,58.1209594933859,5,22521,"NET: CDA Christian Democrats                      ","CDA         ",35.6,1,3,10,25,11
"260",1979,1979,22,9808176,5700606,58.1209594933859,5,22527,"NET: SGP Political Reformed Party                 ","SGP         ",2.2,1,3,0,25,999
"261",1979,1979,22,9808176,5700606,58.1209594933859,5,22528,"NET: GPV Reformed Political League                ","GPV         ",1.1,1,3,0,25,999
"262",1984,1979,22,10485014,5334582,50.8781581026024,99,22000,"EUR. GR.                                          ","EUR. GR.    ",1.3,1,3,0,25,999
"263",1984,1979,22,10485014,5334582,50.8781581026024,1,22110,"NET: GL Green Left                                ","GL          ",5.6,1,3,2,25,31
"264",1984,1979,22,10485014,5334582,50.8781581026024,2,22225,"NET: CU/SGP: former: RPF/SGP/GPV(until2004)       ","RPF/SGP/GPV ",5.2,1,3,1,25,888
"265",1984,1979,22,10485014,5334582,50.8781581026024,3,22320,"NET: PvdA Labour                                  ","PvdA        ",33.7,1,3,9,25,20
"266",1984,1979,22,10485014,5334582,50.8781581026024,3,22330,"NET: D 66 Libertarians                            ","D66         ",2.3,1,3,0,25,999
"267",1984,1979,22,10485014,5334582,50.8781581026024,4,22420,"NET: VVD Liberals                                 ","VVD         ",18.9,1,3,5,25,40
"268",1984,1979,22,10485014,5334582,50.8781581026024,5,22521,"NET: CDA Christian Democrats                      ","CDA         ",30,1,3,8,25,11
"269",1984,1979,22,10485014,5334582,50.8781581026024,6,22610,"NET: CD Centre Democrats                          ","CD          ",2.5,1,3,0,25,999
"270",1989,1979,22,11099123,5270374,47.4845985579221,1,22125,"NET: Regenboog                                    ","Regenboog   ",7,1,3,2,25,32
"271",1989,1979,22,11099123,5270374,47.4845985579221,2,22210,"NET: SP Socialist Party                           ","SP          ",0.7,1,3,0,25,999
"272",1989,1979,22,11099123,5270374,47.4845985579221,2,22225,"NET: CU/SGP: former: RPF/SGP/GPV(until2004)       ","RPF/SGP/GPV ",5.9,1,3,1,25,888
"273",1989,1979,22,11099123,5270374,47.4845985579221,3,22320,"NET: PvdA Labour                                  ","PvdA        ",30.7,1,3,8,25,20
"274",1989,1979,22,11099123,5270374,47.4845985579221,3,22330,"NET: D 66 Libertarians                            ","D66         ",6,1,3,1,25,40
"275",1989,1979,22,11099123,5270374,47.4845985579221,4,22420,"NET: VVD Liberals                                 ","VVD         ",13.6,1,3,3,25,40
"276",1989,1979,22,11099123,5270374,47.4845985579221,5,22521,"NET: CDA Christian Democrats                      ","CDA         ",34.6,1,3,10,25,11
"277",1989,1979,22,11099123,5270374,47.4845985579221,6,22610,"NET: CD Centre Democrats                          ","CD          ",0.8,1,3,0,25,999
"278",1994,1979,22,11618677,4146730,35.6902081020068,1,22110,"NET: GL Green Left                                ","GL          ",3.7,1,3,1,31,32
"279",1994,1979,22,11618677,4146730,35.6902081020068,1,22112,"NET: DG The Greens                                ","DG          ",2.4,1,3,0,31,999
"280",1994,1979,22,11618677,4146730,35.6902081020068,2,22210,"NET: SP Socialist Party                           ","SP          ",1.3,1,3,0,31,999
"281",1994,1979,22,11618677,4146730,35.6902081020068,2,22225,"NET: CU/SGP: former: RPF/SGP/GPV(until2004)       ","RPF/SGP/GPV ",7.8,1,3,2,31,71
"282",1994,1979,22,11618677,4146730,35.6902081020068,3,22320,"NET: PvdA Labour                                  ","PvdA        ",22.9,1,3,8,31,20
"283",1994,1979,22,11618677,4146730,35.6902081020068,3,22330,"NET: D 66 Libertarians                            ","D66         ",11.7,1,3,4,31,40
"284",1994,1979,22,11618677,4146730,35.6902081020068,4,22420,"NET: VVD Liberals                                 ","VVD         ",17.9,1,3,6,31,40
"285",1994,1979,22,11618677,4146730,35.6902081020068,5,22521,"NET: CDA Christian Democrats                      ","CDA         ",30.8,1,3,10,31,11
"286",1994,1979,22,11618677,4146730,35.6902081020068,6,22610,"NET: CD Centre Democrats                          ","CD          ",1,1,3,0,31,999
"287",1999,1979,22,11862864,3560764,30.0160568307957,1,22110,"NET: GL Green Left                                ","GL          ",11.8,1,3,4,31,30
"288",1999,1979,22,11862864,3560764,30.0160568307957,2,22210,"NET: SP Socialist Party                           ","SP          ",5,1,3,1,31,50
"289",1999,1979,22,11862864,3560764,30.0160568307957,2,22225,"NET: CU/SGP: former: RPF/SGP/GPV(until2004)       ","RPF/SGP/GPV ",8.7,1,3,3,31,60
"290",1999,1979,22,11862864,3560764,30.0160568307957,3,22320,"NET: PvdA Labour                                  ","PvdA        ",20.1,1,3,6,31,20
"291",1999,1979,22,11862864,3560764,30.0160568307957,3,22330,"NET: D 66 Libertarians                            ","D66         ",5.8,1,3,2,31,40
"292",1999,1979,22,11862864,3560764,30.0160568307957,4,22420,"NET: VVD Liberals                                 ","VVD         ",19.7,1,3,6,31,40
"293",1999,1979,22,11862864,3560764,30.0160568307957,5,22521,"NET: CDA Christian Democrats                      ","CDA         ",26.9,1,3,9,31,10
"294",1999,1979,22,11862864,3560764,30.0160568307957,6,22610,"NET: CD Centre Democrats                          ","CD          ",0.5,1,3,0,31,999
"295",2004,1979,22,12168878,4777121,39.2568731480421,99,22000,"PvdD                                              ","PvdD        ",3.2,1,3,0,27,999
"296",2004,1979,22,12168878,4777121,39.2568731480421,1,22110,"NET: GL Green Left                                ","Groen Links ",7.4,1,3,2,27,30
"297",2004,1979,22,12168878,4777121,39.2568731480421,2,22210,"NET: SP Socialist Party                           ","SP          ",7,1,3,2,27,50
"298",2004,1979,22,12168878,4777121,39.2568731480421,2,22225,"NET: CU/SGP: former: RPF/SGP/GPV(until2004)       ","CU/SGP      ",5.9,1,3,2,27,60
"299",2004,1979,22,12168878,4777121,39.2568731480421,3,22320,"NET: PvdA Labour                                  ","PvdA        ",23.6,1,3,7,27,20
"300",2004,1979,22,12168878,4777121,39.2568731480421,3,22330,"NET: D 66 Libertarians                            ","D66         ",4.2,1,3,1,27,41
"301",2004,1979,22,12168878,4777121,39.2568731480421,4,22420,"NET: VVD Liberals                                 ","VVD         ",13.2,1,3,4,27,41
"302",2004,1979,22,12168878,4777121,39.2568731480421,5,22521,"NET: CDA Christian Democrats                      ","CDA         ",24.4,1,3,7,27,10
"303",2004,1979,22,12168878,4777121,39.2568731480421,7,22700,"NET: Lijst Pim Fortuyn                            ","LPF         ",2.5,1,3,0,27,999
"304",2004,1979,22,12168878,4777121,39.2568731480421,95,22951,"NET: EuroTrans                                    ","EuroTrans   ",7.3,1,3,2,27,30
"305",1979,1979,23,212614,188909,88.8506871607702,2,23220,"LUX: PCL KPL Communists                           ","KPL         ",5,1,3,0,6,999
"306",1979,1979,23,212614,188909,88.8506871607702,3,23320,"LUX: POSL LSAP Social Democrats                   ","POSL        ",21.6,1,3,1,6,20
"307",1979,1979,23,212614,188909,88.8506871607702,4,23420,"LUX: PD DP Democrats                              ","DP          ",28.1,1,3,2,6,40
"308",1979,1979,23,212614,188909,88.8506871607702,5,23520,"LUX: PCS CSV Christian Social Party               ","PCS         ",36.2,1,3,3,6,11
"309",1984,1979,23,215792,191951,88.9518610513828,1,23112,"LUX: GAP Alternatives                             ","GAP         ",6.1,1,3,0,6,999
"310",1984,1979,23,215792,191951,88.9518610513828,2,23220,"LUX: PCL KPL Communists                           ","KPL         ",4.1,1,3,0,6,999
"311",1984,1979,23,215792,191951,88.9518610513828,3,23320,"LUX: POSL LSAP Social Democrats                   ","POSL        ",29.9,1,3,2,6,20
"312",1984,1979,23,215792,191951,88.9518610513828,4,23420,"LUX: PD DP Democrats                              ","DP          ",22.1,1,3,1,6,40
"313",1984,1979,23,215792,191951,88.9518610513828,5,23520,"LUX: PCS CSV Christian Social Party               ","PCS         ",34.9,1,3,3,6,11
"314",1989,1979,23,218940,191777,87.5934045857312,1,23112,"LUX: GAP Alternatives                             ","GAP         ",4.3,1,3,0,6,999
"315",1989,1979,23,218940,191777,87.5934045857312,2,23220,"LUX: PCL KPL Communists                           ","KPL         ",4.7,1,3,0,6,999
"316",1989,1979,23,218940,191777,87.5934045857312,3,23320,"LUX: POSL LSAP Social Democrats                   ","POSL        ",25.4,1,3,2,6,20
"317",1989,1979,23,218940,191777,87.5934045857312,4,23420,"LUX: PD DP Democrats                              ","DP          ",20,1,3,1,6,40
"318",1989,1979,23,218940,191777,87.5934045857312,5,23520,"LUX: PCS CSV Christian Social Party               ","PCS         ",34.9,1,3,3,6,11
"319",1994,1979,23,217131,191724,88.2987689459359,99,23000,"Déi Lénk                                          ","DL          ",0.9,1,3,0,6,999
"320",1994,1979,23,217131,191724,88.2987689459359,99,23000,"GLS                                               ","GLS         ",1.2,1,3,0,6,999
"321",1994,1979,23,217131,191724,88.2987689459359,99,23000,"Gréng a Liberal Allianz                           ","GLA         ",1.8,1,3,0,6,999
"322",1994,1979,23,217131,191724,88.2987689459359,99,23000,"National Bewegong                                 ","National Bew",2.4,1,3,0,6,999
"323",1994,1979,23,217131,191724,88.2987689459359,99,23000,"NOMP                                              ","NOMP        ",0.9,1,3,0,6,999
"324",1994,1979,23,217131,191724,88.2987689459359,1,23113,"LUX: Dei Greng Green Party                        ","DG          ",10.9,1,3,1,6,32
"325",1994,1979,23,217131,191724,88.2987689459359,2,23220,"LUX: PCL KPL Communists                           ","KPL         ",1.6,1,3,0,6,999
"326",1994,1979,23,217131,191724,88.2987689459359,3,23320,"LUX: POSL LSAP Social Democrats                   ","POSL        ",24.8,1,3,2,6,20
"327",1994,1979,23,217131,191724,88.2987689459359,4,23420,"LUX: PD DP Democrats                              ","DP          ",18.8,1,3,1,6,40
"328",1994,1979,23,217131,191724,88.2987689459359,5,23520,"LUX: PCS CSV Christian Social Party               ","PCS         ",31.5,1,3,2,6,11
"329",1994,1979,23,217131,191724,88.2987689459359,95,23951,"LUX: ADR Pension Justice                          ","ADR         ",7,1,3,0,6,999
"330",1999,1979,23,221103,191267,86.5058366462689,99,23000,"Déi Lénk                                          ","DL          ",2.8,1,3,0,6,999
"331",1999,1979,23,221103,191267,86.5058366462689,99,23000,"Gréng a Liberal Allianz                           ","GLA         ",1.8,1,3,0,6,999
"332",1999,1979,23,221103,191267,86.5058366462689,1,23113,"LUX: Dei Greng Green Party                        ","DG          ",10.7,1,3,1,6,30
"333",1999,1979,23,221103,191267,86.5058366462689,3,23320,"LUX: POSL LSAP Social Democrats                   ","POSL        ",23.6,1,3,2,6,20
"334",1999,1979,23,221103,191267,86.5058366462689,4,23420,"LUX: PD DP Democrats                              ","DP          ",20.5,1,3,1,6,40
"335",1999,1979,23,221103,191267,86.5058366462689,5,23520,"LUX: PCS CSV Christian Social Party               ","PCS         ",31.7,1,3,2,6,10
"336",1999,1979,23,221103,191267,86.5058366462689,95,23951,"LUX: ADR Pension Justice                          ","ADR         ",9,1,3,0,6,999
"337",2004,1979,23,229550,209689,91.3478544979307,99,23000,"Déi Lénk                                          ","DL          ",1.7,1,3,0,6,999
"338",2004,1979,23,229550,209689,91.3478544979307,1,23113,"LUX: Dei Greng Green Party                        ","DG          ",15,1,3,1,6,30
"339",2004,1979,23,229550,209689,91.3478544979307,2,23220,"LUX: PCL KPL Communists                           ","KPL         ",1.2,1,3,0,6,999
"340",2004,1979,23,229550,209689,91.3478544979307,3,23320,"LUX: POSL LSAP Social Democrats                   ","POSL        ",22.1,1,3,1,6,20
"341",2004,1979,23,229550,209689,91.3478544979307,4,23420,"LUX: PD DP Democrats                              ","DP          ",14.9,1,3,1,6,41
"342",2004,1979,23,229550,209689,91.3478544979307,5,23520,"LUX: PCS CSV Christian Social Party               ","PCS         ",37.1,1,3,3,6,10
"343",2004,1979,23,229550,209689,91.3478544979307,95,23951,"LUX: ADR Pension Justice                          ","ADR         ",8,1,3,0,6,999
"344",1979,1979,31,35180531,21356960,60.706758519364,99,31000,"Emploi-Egalité-Europe                             ","EEE         ",1.8,1,1,0,81,999
"345",1979,1979,31,35180531,21356960,60.706758519364,99,31000,"Liste Europe-écologie                             ","Liste EE    ",4.4,1,1,0,81,999
"346",1979,1979,31,35180531,21356960,60.706758519364,99,31000,"Liste francaise pour l'eurodroite                 ","Eurodroite  ",1.3,1,1,0,81,999
"347",1979,1979,31,35180531,21356960,60.706758519364,99,31000,"Liste pour les Etats-Unis socialistes d'Europe    ","LpEUSdE     ",3.1,1,1,0,81,999
"348",1979,1979,31,35180531,21356960,60.706758519364,99,31000,"Liste Union pour la  France en Europe             ","UFE         ",27.9,1,1,26,81,777
"349",1979,1979,31,35180531,21356960,60.706758519364,99,31000,"UDIP-FIDES                                        ","UDIP-FIDES  ",1.4,1,1,0,81,999
"350",1979,1979,31,35180531,21356960,60.706758519364,2,31220,"FRA: PCF Communists                               ","PCF         ",20.4,1,1,19,81,51
"351",1979,1979,31,35180531,21356960,60.706758519364,3,31320,"FRA: PS Socialists                                ","PS          ",23.4,1,1,21,81,20
"352",1979,1979,31,35180531,21356960,60.706758519364,6,31625,"FRA: RPR                                          ","RPR         ",16.2,1,1,15,81,90
"353",1984,1979,31,36880688,20918772,56.7201240931297,99,31000,"Liste Différents                                  ","LD          ",0.7,1,1,0,81,999
"354",1984,1979,31,36880688,20918772,56.7201240931297,99,31000,"Liste E.R.E. européenne                           ","ERE         ",3.3,1,1,0,81,999
"355",1984,1979,31,36880688,20918772,56.7201240931297,99,31000,"Liste Initiative 84                               ","Initiative84",1,1,1,0,81,999
"356",1984,1979,31,36880688,20918772,56.7201240931297,99,31000,"Liste les Verts-Europe-Ecologie                   ","VEE         ",3.4,1,1,0,81,999
"357",1984,1979,31,36880688,20918772,56.7201240931297,99,31000,"Liste ouvrière et paysanne                        ","LOeP        ",0.9,1,1,0,81,999
"358",1984,1979,31,36880688,20918772,56.7201240931297,99,31000,"Liste Parti ouvrier européen                      ","POE         ",0.1,1,1,0,81,999
"359",1984,1979,31,36880688,20918772,56.7201240931297,99,31000,"Liste pour les Etats-Unis d'Europe                ","LpEUSdE     ",0.4,1,1,0,81,999
"360",1984,1979,31,36880688,20918772,56.7201240931297,99,31000,"Liste Réussir Europe                              ","LRE         ",1.9,1,1,0,81,999
"361",1984,1979,31,36880688,20918772,56.7201240931297,99,31000,"Liste U.T.I.L.E.                                  ","UTILE       ",0.7,1,1,0,81,999
"362",1984,1979,31,36880688,20918772,56.7201240931297,2,31220,"FRA: PCF Communists                               ","PCF         ",11.2,1,1,10,81,51
"363",1984,1979,31,36880688,20918772,56.7201240931297,2,31221,"FRA: LO Workers Fight                             ","LO          ",2.1,1,1,0,81,999
"364",1984,1979,31,36880688,20918772,56.7201240931297,3,31320,"FRA: PS Socialists                                ","PS          ",20.8,1,1,20,81,20
"365",1984,1979,31,36880688,20918772,56.7201240931297,6,31625,"FRA: RPR                                          ","RPR/UDF     ",43,1,1,41,81,777
"366",1984,1979,31,36880688,20918772,56.7201240931297,7,31720,"FRA: FN National Front                            ","FN          ",10.9,1,1,10,81,100
"367",1989,1979,31,38297496,18690692,48.803953135735,99,31000,"Liste de l'alliance                               ","LA          ",0.7,1,1,0,81,999
"368",1989,1979,31,38297496,18690692,48.803953135735,99,31000,"Liste Europe Rénovateurs                          ","LER         ",0.4,1,1,0,81,999
"369",1989,1979,31,38297496,18690692,48.803953135735,99,31000,"Liste Génération Europe                           ","LGE         ",0.3,1,1,0,81,999
"370",1989,1979,31,38297496,18690692,48.803953135735,99,31000,"Liste Initiative pour une démocratie européenne   ","LEpuDE      ",0.2,1,1,0,81,999
"371",1989,1979,31,38297496,18690692,48.803953135735,99,31000,"Liste le Centre pour l'Europe                     ","CentreEurope",8.4,1,1,7,81,11
"372",1989,1979,31,38297496,18690692,48.803953135735,99,31000,"Liste les Verts-Europe-Ecologie                   ","VEE         ",10.6,1,1,9,81,32
"373",1989,1979,31,38297496,18690692,48.803953135735,99,31000,"Liste protection des animaux et environnement     ","LPdAeE      ",1,1,1,0,81,999
"374",1989,1979,31,38297496,18690692,48.803953135735,99,31000,"Liste Rassemblement pour une France libre         ","LRpuFL      ",0.2,1,1,0,81,999
"375",1989,1979,31,38297496,18690692,48.803953135735,2,31220,"FRA: PCF Communists                               ","PCF         ",7.7,1,1,7,81,52
"376",1989,1979,31,38297496,18690692,48.803953135735,2,31221,"FRA: LO Workers Fight                             ","LO          ",1.4,1,1,0,81,999
"377",1989,1979,31,38297496,18690692,48.803953135735,2,31223,"FRA: Parti des travailleurs                       ","PdT         ",0.6,1,1,0,81,999
"378",1989,1979,31,38297496,18690692,48.803953135735,3,31320,"FRA: PS Socialists                                ","PS          ",23.6,1,1,22,81,20
"379",1989,1979,31,38297496,18690692,48.803953135735,6,31635,"FRA: RPR/UDF                                      ","RPR/UDF     ",28.9,1,1,26,81,777
"380",1989,1979,31,38297496,18690692,48.803953135735,7,31720,"FRA: FN National Front                            ","FN          ",11.7,1,1,10,81,100
"381",1989,1979,31,38297496,18690692,48.803953135735,9,31953,"FRA: CPNT Hunting Fishing Nature Taditions        ","CPNT        ",4.1,1,1,0,81,999
"382",1994,1979,31,39019797,20566980,52.7090902087471,99,31000,"Liste Démocrates pour les Etat-Unis d'Europe      ","LDplEUE     ",0.4,1,1,0,87,999
"383",1994,1979,31,39019797,20566980,52.7090902087471,99,31000,"Liste du parti de la loi naturelle                ","LdPdlLN     ",0.5,1,1,0,87,999
"384",1994,1979,31,39019797,20566980,52.7090902087471,99,31000,"Liste du Rassemblement de L'Outre-Mer             ","Outre-Mer   ",0.2,1,1,0,87,999
"385",1994,1979,31,39019797,20566980,52.7090902087471,99,31000,"Liste Génération écologie pour l'Europe           ","LGEpE       ",2,1,1,0,87,999
"386",1994,1979,31,39019797,20566980,52.7090902087471,99,31000,"Liste l'Autre Politique                           ","Autre-politi",2.5,1,1,0,87,999
"387",1994,1979,31,39019797,20566980,52.7090902087471,99,31000,"Liste l'emploi d'abord                            ","Emploi      ",0.6,1,1,0,87,999
"388",1994,1979,31,39019797,20566980,52.7090902087471,99,31000,"Liste l'Europe commence à Sarajevo                ","LECaS       ",1.6,1,1,0,87,999
"389",1994,1979,31,39019797,20566980,52.7090902087471,99,31000,"Liste Politique de vie pour l'Europe              ","LPdVpE      ",0.3,1,1,0,87,999
"390",1994,1979,31,39019797,20566980,52.7090902087471,99,31000,"Liste régoionaliste et fédéraliste                ","LReF        ",0.4,1,1,0,87,999
"391",1994,1979,31,39019797,20566980,52.7090902087471,99,31000,"Liste Union des écologistes pour l'Europe         ","Eco-europe  ",3,1,1,0,87,999
"392",1994,1979,31,39019797,20566980,52.7090902087471,2,31220,"FRA: PCF Communists                               ","PCF         ",6.9,1,1,7,87,50
"393",1994,1979,31,39019797,20566980,52.7090902087471,2,31221,"FRA: LO Workers Fight                             ","LO          ",2.3,1,1,0,87,999
"394",1994,1979,31,39019797,20566980,52.7090902087471,2,31223,"FRA: Parti des travailleurs                       ","PdT         ",0.4,1,1,0,87,999
"395",1994,1979,31,39019797,20566980,52.7090902087471,3,31320,"FRA: PS Socialists                                ","PS          ",14.5,1,1,15,87,20
"396",1994,1979,31,39019797,20566980,52.7090902087471,9,31321,"FRA: ER: Radical Energy                           ","ER          ",12,1,1,13,87,71
"397",1994,1979,31,39019797,20566980,52.7090902087471,6,31635,"FRA: RPR/UDF                                      ","RPR/UDF     ",25.6,1,1,28,87,777
"398",1994,1979,31,39019797,20566980,52.7090902087471,7,31720,"FRA: FN National Front                            ","FN          ",10.5,1,1,11,87,888
"399",1994,1979,31,39019797,20566980,52.7090902087471,9,31952,"FRA: RPF Rally for France and an independent Europ","RPF         ",12.3,1,1,13,87,71
"400",1994,1979,31,39019797,20566980,52.7090902087471,9,31953,"FRA: CPNT Hunting Fishing Nature Taditions        ","CPNT        ",4,1,1,0,87,999
"401",1999,1979,31,40129780,18765259,46.7614300402345,99,31000,"Liste Combat pour l'Emploi                        ","Combat      ",1,1,1,0,87,999
"402",1999,1979,31,40129780,18765259,46.7614300402345,99,31000,"Liste du parti de la loi naturelle                ","LdPdlLN     ",0.4,1,1,0,87,999
"403",1999,1979,31,40129780,18765259,46.7614300402345,99,31000,"Liste Écologie, le choix de la vie                ","LElCdlV     ",1.5,1,1,0,87,999
